name,disciplines,plus_options,plans,min_plan,district,street,link,metadata,latitude,longitude,description
"Karina Delfos Yoga Lifestyle, Amadeus",['Yoga'],False,"['S', 'M', 'L', 'XL']",S,Loosduinen,Händellaan 50,https://urbansportsclub.com//en/venues/karina-delfos-yoga-lifestyle-amadeus,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Karina Delfos Yoga Lifestyle, Amadeus', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2555 WE', 'streetAddress': 'Händellaan 50'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0641748', 'longitude': '4.2418089'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_pgrgwc2hbvycl3wp1glv_172794443245358.png?generation=1727944432141543&amp;alt=media'}",52.0641748,4.2418089,
"Karina Delfos Yoga Lifestyle, De Zevende hemel",['Yoga'],False,"['S', 'M', 'L', 'XL']",S,Segbroek,Laan van Meerdervoort 190,https://urbansportsclub.com//en/venues/karina-delfos-yoga-lifestyle-de-zevende-hemel,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Karina Delfos Yoga Lifestyle, De Zevende hemel', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2517 BH', 'streetAddress': 'Laan van Meerdervoort 190'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0810786', 'longitude': '4.2867151'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_r1g1f6omyuq5wlj2ymvu_1727943432722541.png?generation=1727943432815606&amp;alt=media'}",52.0810786,4.2867151,
"Karina Delfos Yoga Lifestyle, Haag Atletiek",['Yoga'],False,"['S', 'M', 'L', 'XL']",S,Segbroek,Laan van Poot 353 A,https://urbansportsclub.com//en/venues/karina-delfos-yoga-lifestyle-haag-atletiek,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Karina Delfos Yoga Lifestyle, Haag Atletiek', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2566 DA', 'streetAddress': 'Laan van Poot 353 A'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.078184884', 'longitude': '4.24440667'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_ilx6bknfhpicvmrdu4x0_1727943824895759.png?generation=1727943825005130&amp;alt=media'}",52.078184884,4.24440667,
"Karina Delfos Yoga Lifestyle, Remonstrantse kerk",['Yoga'],False,"['S', 'M', 'L', 'XL']",S,Loosduinen,Laan van Meerdervoort 955,https://urbansportsclub.com//en/venues/karina-delfos-yoga-lifestyle-remonstrantse-kerk,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Karina Delfos Yoga Lifestyle, Remonstrantse kerk', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2564 AJ', 'streetAddress': 'Laan van Meerdervoort 955'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0693137', 'longitude': '4.2497237'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_r91kh1ieauyhkk5cedyk_172794413923062.png?generation=1727944139122880&amp;alt=media'}",52.0693137,4.2497237,
"Karina Delfos Yoga Lifestyle, Studio Meng",['Yoga'],False,"['S', 'M', 'L', 'XL']",S,Centrum,Helmersstraat 140,https://urbansportsclub.com//en/venues/karina-delfos-yoga-lifestyle-studio-meng,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Karina Delfos Yoga Lifestyle, Studio Meng', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2513 SC', 'streetAddress': 'Helmersstraat 140'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.07899', 'longitude': '4.2938426'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_zq4vslje04kdlqehf35k_172794311922518.png?generation=1727943119121847&amp;alt=media'}",52.07899,4.2938426,
LIVEPT - Mariahoeve,['Fitness'],False,"['S', 'M', 'L', 'XL']",S,Haagse Hout,Het Kleine Loo 12,https://urbansportsclub.com//en/venues/livept-mariahoeve,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'LIVEPT - Mariahoeve', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2592 CE', 'streetAddress': 'Het Kleine Loo 12'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.089080805', 'longitude': '4.349191398'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_otkeew3v4nmidhqi7h2d_1727700923535016.png?generation=1727700923594083&amp;alt=media'}",52.089080805,4.349191398,
Legend Fitness,"['Fitness', 'Pole Dance']",False,"['S', 'M', 'L', 'XL']",S,Leidschenveen-Ypenburg,Jan Thijssenweg 14A,https://urbansportsclub.com//en/venues/legend-fitness,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Legend Fitness', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2495 AH', 'streetAddress': 'Jan Thijssenweg 14A'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0559545', 'longitude': '4.3480202'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_ehbpip4lkz8tolg7bc4t_172768517039193.png?generation=1727685170137130&amp;alt=media'}",52.0559545,4.3480202,
THE BOOTY PROJECT,"['Boxing Sports', 'Fitness']",False,"['S', 'M', 'L', 'XL']",S,Loosduinen,Wijndaelerduin 25,https://urbansportsclub.com//en/venues/the-booty-project,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'THE BOOTY PROJECT', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2554 BX', 'streetAddress': 'Wijndaelerduin 25'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0613121', 'longitude': '4.2209523'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_wxysrkjzjjxvohtg8bft_1727444041870310.png?generation=1727444041962027&amp;alt=media'}",52.0613121,4.2209523,
Wrkshop,"['Running', 'Yoga']",False,"['S', 'M', 'L', 'XL']",S,Voorburg,Van de Wateringelaan 1B,https://urbansportsclub.com//en/venues/wrkshop-1,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'Wrkshop', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2274 CA', 'streetAddress': 'Van de Wateringelaan 1B'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0751721', 'longitude': '4.3448646'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_640x360_xklvmfzyvjmk9ztrcz6u_1727949251395241.png?generation=1727949251476683&amp;alt=media'}",52.0751721,4.3448646,
lila pilates,['Pilates'],False,"['S', 'M', 'L', 'XL']",S,Haagse Hout,Juliana van Stolberglaan,https://urbansportsclub.com//en/venues/lila-pilates,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'lila pilates', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2595 CN', 'streetAddress': 'Juliana van Stolberglaan'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.0843157', 'longitude': '4.3413053'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_r9mlzlsohjuvfi4jg9tu_1727700453285098.png?generation=1727700453388719&amp;alt=media'}",52.0843157,4.3413053,
lila pilates - Haagse bos,['Pilates'],False,"['S', 'M', 'L', 'XL']",S,Haagse Hout,Carel Reinierszkade 1,https://urbansportsclub.com//en/venues/haagse-bos,"{'@context': 'http://schema.org', '@type': 'LocalBusiness', 'name': 'lila pilates - Haagse bos', 'description': '', 'address': {'@type': 'PostalAddress', 'addressLocality': 'Den Haag, Netherlands', 'addressCountry': 'Netherlands', 'postalCode': '2592', 'streetAddress': 'Carel Reinierszkade 1'}, 'telephone': '', 'geo': {'@type': 'GeoCoordinates', 'latitude': '52.091539147', 'longitude': '4.342576642'}, 'priceRange': '-', 'image': 'https://storage.googleapis.com/download/storage/v1/b/usc-pro-uscweb-live-media/o/de-live%2Foriginal_1680x945_ucqjsw5nue1lim7z9e3b_1727700152784415.png?generation=1727700152902217&amp;alt=media'}",52.091539147,4.342576642,
